Image Path,Text on Page
C:\Users\valak\Desktop\thesis\images\page_40_image_2.png,"The intimal lining of an aorta with marked atherosclerosis in a decedent with a longstanding history of smoking, diabetes, high cholesterol, and high blood pressure. Abdominal aortic atherosclerotic aneurysm shown in its typical location inferior to the renal arteries and above the iliac bifurcation. This abdominal aortic aneurysm has been cross sectioned to show the partial obstruction of the aneurysm by organizing thrombosis. The lumen is demonstrated by fresh red blood clot at its surface and the thrombus is demonstrated by the light grey regions adjacent to the right and left wall. An abdominal atherosclerotic aneurysm with a rupture at its anterior aspect and visible thrombosis. This abdominal aortic aneurysm that has been opened to remove half of the vessel wall and show the underlying intimal surface with moderate atherosclerosis except for the region of the aneurysm, which has marked atherosclerosis and a large overlying thrombus. Abdominal aortic aneurysm with vascular graft repair."
C:\Users\valak\Desktop\thesis\images\page_40_image_3.png,"The intimal lining of an aorta with marked atherosclerosis in a decedent with a longstanding history of smoking, diabetes, high cholesterol, and high blood pressure. Abdominal aortic atherosclerotic aneurysm shown in its typical location inferior to the renal arteries and above the iliac bifurcation. This abdominal aortic aneurysm has been cross sectioned to show the partial obstruction of the aneurysm by organizing thrombosis. The lumen is demonstrated by fresh red blood clot at its surface and the thrombus is demonstrated by the light grey regions adjacent to the right and left wall. An abdominal atherosclerotic aneurysm with a rupture at its anterior aspect and visible thrombosis. This abdominal aortic aneurysm that has been opened to remove half of the vessel wall and show the underlying intimal surface with moderate atherosclerosis except for the region of the aneurysm, which has marked atherosclerosis and a large overlying thrombus. Abdominal aortic aneurysm with vascular graft repair."
C:\Users\valak\Desktop\thesis\images\page_40_image_4.png,"The intimal lining of an aorta with marked atherosclerosis in a decedent with a longstanding history of smoking, diabetes, high cholesterol, and high blood pressure. Abdominal aortic atherosclerotic aneurysm shown in its typical location inferior to the renal arteries and above the iliac bifurcation. This abdominal aortic aneurysm has been cross sectioned to show the partial obstruction of the aneurysm by organizing thrombosis. The lumen is demonstrated by fresh red blood clot at its surface and the thrombus is demonstrated by the light grey regions adjacent to the right and left wall. An abdominal atherosclerotic aneurysm with a rupture at its anterior aspect and visible thrombosis. This abdominal aortic aneurysm that has been opened to remove half of the vessel wall and show the underlying intimal surface with moderate atherosclerosis except for the region of the aneurysm, which has marked atherosclerosis and a large overlying thrombus. Abdominal aortic aneurysm with vascular graft repair."
C:\Users\valak\Desktop\thesis\images\page_40_image_5.png,"The intimal lining of an aorta with marked atherosclerosis in a decedent with a longstanding history of smoking, diabetes, high cholesterol, and high blood pressure. Abdominal aortic atherosclerotic aneurysm shown in its typical location inferior to the renal arteries and above the iliac bifurcation. This abdominal aortic aneurysm has been cross sectioned to show the partial obstruction of the aneurysm by organizing thrombosis. The lumen is demonstrated by fresh red blood clot at its surface and the thrombus is demonstrated by the light grey regions adjacent to the right and left wall. An abdominal atherosclerotic aneurysm with a rupture at its anterior aspect and visible thrombosis. This abdominal aortic aneurysm that has been opened to remove half of the vessel wall and show the underlying intimal surface with moderate atherosclerosis except for the region of the aneurysm, which has marked atherosclerosis and a large overlying thrombus. Abdominal aortic aneurysm with vascular graft repair."
C:\Users\valak\Desktop\thesis\images\page_40_image_6.png,"The intimal lining of an aorta with marked atherosclerosis in a decedent with a longstanding history of smoking, diabetes, high cholesterol, and high blood pressure. Abdominal aortic atherosclerotic aneurysm shown in its typical location inferior to the renal arteries and above the iliac bifurcation. This abdominal aortic aneurysm has been cross sectioned to show the partial obstruction of the aneurysm by organizing thrombosis. The lumen is demonstrated by fresh red blood clot at its surface and the thrombus is demonstrated by the light grey regions adjacent to the right and left wall. An abdominal atherosclerotic aneurysm with a rupture at its anterior aspect and visible thrombosis. This abdominal aortic aneurysm that has been opened to remove half of the vessel wall and show the underlying intimal surface with moderate atherosclerosis except for the region of the aneurysm, which has marked atherosclerosis and a large overlying thrombus. Abdominal aortic aneurysm with vascular graft repair."
C:\Users\valak\Desktop\thesis\images\page_41_image_1.png,Thoracic aortic atherosclerotic aneurysm. This is not the typical location for such an aneurysm. Also note the aneurysm begins distal to the root of the aorta. This demonstrates a decedent who had multiple atherosclerotic aneurysms including both iliac arteries. Hemothorax from a ruptured thoracic atherosclerotic aneurysm. (a) (b) Thoracic atherosclerotic aortic aneurysm adherent to lung with rupture into the lung parenchyma causing massive hemoptysis. Note that Figure (b) demonstrates the rupture site with adherent blood clot removed.
C:\Users\valak\Desktop\thesis\images\page_41_image_2.png,Thoracic aortic atherosclerotic aneurysm. This is not the typical location for such an aneurysm. Also note the aneurysm begins distal to the root of the aorta. This demonstrates a decedent who had multiple atherosclerotic aneurysms including both iliac arteries. Hemothorax from a ruptured thoracic atherosclerotic aneurysm. (a) (b) Thoracic atherosclerotic aortic aneurysm adherent to lung with rupture into the lung parenchyma causing massive hemoptysis. Note that Figure (b) demonstrates the rupture site with adherent blood clot removed.
C:\Users\valak\Desktop\thesis\images\page_41_image_3.png,Thoracic aortic atherosclerotic aneurysm. This is not the typical location for such an aneurysm. Also note the aneurysm begins distal to the root of the aorta. This demonstrates a decedent who had multiple atherosclerotic aneurysms including both iliac arteries. Hemothorax from a ruptured thoracic atherosclerotic aneurysm. (a) (b) Thoracic atherosclerotic aortic aneurysm adherent to lung with rupture into the lung parenchyma causing massive hemoptysis. Note that Figure (b) demonstrates the rupture site with adherent blood clot removed.
C:\Users\valak\Desktop\thesis\images\page_41_image_4.png,Thoracic aortic atherosclerotic aneurysm. This is not the typical location for such an aneurysm. Also note the aneurysm begins distal to the root of the aorta. This demonstrates a decedent who had multiple atherosclerotic aneurysms including both iliac arteries. Hemothorax from a ruptured thoracic atherosclerotic aneurysm. (a) (b) Thoracic atherosclerotic aortic aneurysm adherent to lung with rupture into the lung parenchyma causing massive hemoptysis. Note that Figure (b) demonstrates the rupture site with adherent blood clot removed.
C:\Users\valak\Desktop\thesis\images\page_41_image_5.png,Thoracic aortic atherosclerotic aneurysm. This is not the typical location for such an aneurysm. Also note the aneurysm begins distal to the root of the aorta. This demonstrates a decedent who had multiple atherosclerotic aneurysms including both iliac arteries. Hemothorax from a ruptured thoracic atherosclerotic aneurysm. (a) (b) Thoracic atherosclerotic aortic aneurysm adherent to lung with rupture into the lung parenchyma causing massive hemoptysis. Note that Figure (b) demonstrates the rupture site with adherent blood clot removed.
C:\Users\valak\Desktop\thesis\images\page_42_image_1.png,Intimal tear of the ascending aorta with dissection. Note blood tracking through the separated media. An in situ aortic dissection. Note the hemorrhage extending from the root of the aorta down the paravertebral region shown by dark red hemorrhagic discoloration. This decedent had severe hypertensive cardiovascular disease. Aortic dissection with exposed separated media with blood clot in a person with Marfan’s syndrome. Cross section of aorta revealing a double-barrel lumen. The superior aspect of this figure shows an opened aorta with the exposed lumen. Directly inferior to this is the separated media and adventitia with a second lumen that is partially thrombosed. Microscopic view of an aortic dissection.
C:\Users\valak\Desktop\thesis\images\page_42_image_2.png,Intimal tear of the ascending aorta with dissection. Note blood tracking through the separated media. An in situ aortic dissection. Note the hemorrhage extending from the root of the aorta down the paravertebral region shown by dark red hemorrhagic discoloration. This decedent had severe hypertensive cardiovascular disease. Aortic dissection with exposed separated media with blood clot in a person with Marfan’s syndrome. Cross section of aorta revealing a double-barrel lumen. The superior aspect of this figure shows an opened aorta with the exposed lumen. Directly inferior to this is the separated media and adventitia with a second lumen that is partially thrombosed. Microscopic view of an aortic dissection.
